"vehicle_category_id","child_sequence","grandchild_sequence","boarding_area_id"
"D4","4","","2285361"
"D4","1","","2285362"
"D4","2","","2285362"
"D4","3","","2285362"
"D4","4","","2285362"
"D4","1","","2289331"
"D4","2","","2289331"
"D4","3","","2289331"
"D4","4","","2289331"
"D4","1","","2289332"
"D4","2","","2289332"
"D4","3","","2289332"
"D4","4","","2289332"
"D4","1","","2289341"
"D4","2","","2289341"
"D4","3","","2289341"
"D4","4","","2289341"
"D4","1","","2289342"
"D4","2","","2289342"
"D4","3","","2289342"
"D4","4","","2289342"
"D4","1","","229271"
"D4","2","","229271"
"D4","3","","229271"
"D4","4","","229271"
"D4","1","","229272"
"D4","2","","229272"
"D4","3","","229272"
"D4","4","","229272"
"D4","1","","229273"
"D4","2","","229273"
"D4","3","","229273"
"D4","4","","229273"
"D4","1","","229351"
"D4","2","","229351"
"D4","3","","229351"
"D4","4","","229351"
"D4","1","","229352"
"D4","2","","229352"
"D4","3","","229352"
"D4","4","","229352"
"D4","1","","229354"
"D4","2","","229354"
"D4","3","","229354"
"D4","4","","229354"
"D4","1","","2303151"
"D4","2","","2303151"
"D4","3","","2303151"
"D4","4","","2303151"
"D4","1","","2303152"
"D4","2","","2303152"
"D4","3","","2303152"
"D4","4","","2303152"
"D4","1","","2500371"
"D4","2","","2500371"
"D4","3","","2500371"
"D4","4","","2500371"
"D4","1","","2500372"
"D4","2","","2500372"
"D4","3","","2500372"
"D4","4","","2500372"
"D4","1","","2500381"
"D4","2","","2500381"
"D4","3","","2500381"
"D4","4","","2500381"
"D4","1","","2500391"
"D4","2","","2500391"
"D4","3","","2500391"
"D4","4","","2500391"
"D4","1","","2500392"
"D4","2","","2500392"
"D4","3","","2500392"
"D4","4","","2500392"
"D4","1","","2500401"
"D4","2","","2500401"
"D4","3","","2500401"
"D4","4","","2500401"
"D4","1","","2500402"
"D4","2","","2500402"
"D4","3","","2500402"
"D4","4","","2500402"
"D4","1","","2505101"
"D4","2","","2505101"
"D4","3","","2505101"
"D4","4","","2505101"
"D4","1","","2505111"
"D4","2","","2505111"
"D4","3","","2505111"
"D4","4","","2505111"
"D4","1","","250581"
"D4","2","","250581"
"D4","3","","250581"
"D4","4","","250581"
"D4","1","","250582"
"D4","2","","250582"
"D4","3","","250582"
"D4","4","","250582"
"D4","1","","250592"
"D4","2","","250592"
"D4","3","","250592"
"D4","4","","250592"
"D4","1","","2508151"
"D4","2","","2508151"
"D4","3","","2508151"
"D4","4","","2508151"
"D4","1","","2508152"
"D4","2","","2508152"
"D4","3","","2508152"
"D4","4","","2508152"
"D4","1","","2508161"
"D4","2","","2508161"
"D4","3","","2508161"
"D4","4","","2508161"
"D4","1","","2508162"
"D4","2","","2508162"
"D4","3","","2508162"
"D4","4","","2508162"
"D4","1","","2508171"
"D4","2","","2508171"
"D4","3","","2508171"
"D4","4","","2508171"
"D4","1","","2508172"
"D4","2","","2508172"
"D4","3","","2508172"
"D4","4","","2508172"
"D4","1","","2508181"
"D4","2","","2508181"
"D4","3","","2508181"
"D4","4","","2508181"
"D4","1","","2508182"
"D4","2","","2508182"
"D4","3","","2508182"
"D4","4","","2508182"
"D4","1","","2515111"
"D4","2","","2515111"
"D4","3","","2515111"
"D4","4","","2515111"
"D4","1","","2515112"
"D4","2","","2515112"
"D4","3","","2515112"
"D4","4","","2515112"
"D4","1","","2515121"
"D4","2","","2515121"
"D4","3","","2515121"
"D4","4","","2515121"
"D4","1","","2515122"
"D4","2","","2515122"
"D4","3","","2515122"
"D4","4","","2515122"
"D4","1","","2515131"
"D4","2","","2515131"
"D4","3","","2515131"
"D4","4","","2515131"
"D4","1","","2515132"
"D4","2","","2515132"
"D4","3","","2515132"
"D4","4","","2515132"
"D4","1","","2515141"
"D4","2","","2515141"
"D4","3","","2515141"
"D4","4","","2515141"
"D4","1","","2515142"
"D4","2","","2515142"
"D4","3","","2515142"
"D4","4","","2515142"
"D4","1","","2515143"
"D4","2","","2515143"
"D4","3","","2515143"
"D4","4","","2515143"
"D4","1","","2515151"
"D4","2","","2515151"
"D4","3","","2515151"
"D4","4","","2515151"
"D4","1","","2515152"
"D4","2","","2515152"
"D4","3","","2515152"
"D4","4","","2515152"
"D4","1","","251671"
"D4","2","","251671"
"D4","3","","251671"
"D4","4","","251671"
"D4","1","","251672"
"D4","2","","251672"
"D4","3","","251672"
"D4","4","","251672"
"D4","1","","251781"
"D4","2","","251781"
"D4","3","","251781"
"D4","4","","251781"
"D4","1","","251782"
"D4","2","","251782"
"D4","3","","251782"
"D4","4","","251782"
"D4","1","","2518131"
"D4","2","","2518131"
"D4","3","","2518131"
"D4","4","","2518131"
"D4","1","","2518132"
"D4","2","","2518132"
"D4","3","","2518132"
"D4","4","","2518132"
"D4","1","","2518141"
"D4","2","","2518141"
"D4","3","","2518141"
"D4","4","","2518141"
"D4","1","","2518142"
"D4","2","","2518142"
"D4","3","","2518142"
"D4","4","","2518142"
"D4","1","","2518151"
"D4","2","","2518151"
"D4","3","","2518151"
"D4","4","","2518151"
"D4","1","","2518152"
"D4","2","","2518152"
"D4","3","","2518152"
"D4","4","","2518152"
"D4","1","","2519131"
"D4","2","","2519131"
"D4","3","","2519131"
"D4","4","","2519131"
"D4","1","","2519132"
"D4","2","","2519132"
"D4","3","","2519132"
"D4","4","","2519132"
"D4","1","","2526161"
"D4","2","","2526161"
"D4","3","","2526161"
"D4","4","","2526161"
"D4","1","","2526171"
"D4","2","","2526171"
"D4","3","","2526171"
"D4","4","","2526171"
"D4","1","","2526172"
"D4","2","","2526172"
"D4","3","","2526172"
"D4","4","","2526172"
"D4","1","","2527161"
"D4","2","","2527161"
"D4","3","","2527161"
"D4","4","","2527161"
"D4","1","","2527162"
"D4","2","","2527162"
"D4","3","","2527162"
"D4","4","","2527162"
"D4","1","","2529201"
"D4","2","","2529201"
"D4","3","","2529201"
"D4","4","","2529201"
"D4","1","","2529219"
"D4","2","","2529219"
"D4","3","","2529219"
"D4","4","","2529219"
"D4","1","","2529220"
"D4","2","","2529220"
"D4","3","","2529220"
"D4","4","","2529220"
"D4","1","","2530231"
"D4","2","","2530231"
"D4","3","","2530231"
"D4","4","","2530231"
"D4","1","","2530232"
"D4","2","","2530232"
"D4","3","","2530232"
"D4","4","","2530232"
"D4","1","","2530233"
"D4","2","","2530233"
"D4","3","","2530233"
"D4","4","","2530233"
"D4","1","","2533201"
"D4","2","","2533201"
"D4","3","","2533201"
"D4","4","","2533201"
"D4","1","","2533211"
"D4","2","","2533211"
"D4","3","","2533211"
"D4","4","","2533211"
"D4","1","","2533212"
"D4","2","","2533212"
"D4","3","","2533212"
"D4","4","","2533212"
"D4","1","","2533221"
"D4","2","","2533221"
"D4","3","","2533221"
"D4","4","","2533221"
"D4","1","","2750491"
"D4","2","","2750491"
"D4","3","","2750491"
"D4","4","","2750491"
"D4","1","","2750492"
"D4","2","","2750492"
"D4","3","","2750492"
"D4","4","","2750492"
"D4","1","","2750502"
"D4","2","","2750502"
"D4","3","","2750502"
"D4","4","","2750502"
"D4","1","","2750511"
"D4","2","","2750511"
"D4","3","","2750511"
"D4","4","","2750511"
"D4","1","","2750512"
"D4","2","","2750512"
"D4","3","","2750512"
"D4","4","","2750512"
"D4","1","","2750513"
"D4","2","","2750513"
"D4","3","","2750513"
"D4","4","","2750513"
"D4","1","","277371"
"D4","2","","277371"
"D4","3","","277371"
"D4","4","","277371"
"D4","1","","277372"
"D4","2","","277372"
"D4","3","","277372"
"D4","4","","277372"
"D4","1","","277381"
"D4","2","","277381"
"D4","3","","277381"
"D4","4","","277381"
"D4","1","","2774111"
"D4","2","","2774111"
"D4","3","","2774111"
"D4","4","","2774111"
"D4","1","","2774112"
"D4","2","","2774112"
"D4","3","","2774112"
"D4","4","","2774112"
"D4","1","","2774121"
"D4","2","","2774121"
"D4","3","","2774121"
"D4","4","","2774121"
"D4","1","","2774122"
"D4","2","","2774122"
"D4","3","","2774122"
"D4","4","","2774122"
"D4","1","","277661"
"D4","2","","277661"
"D4","3","","277661"
"D4","4","","277661"
"D4","1","","277662"
"D4","2","","277662"
"D4","3","","277662"
"D4","4","","277662"
"D4","1","","2777191"
"D4","2","","2777191"
"D4","3","","2777191"
"D4","4","","2777191"
"D4","1","","2777192"
"D4","2","","2777192"
"D4","3","","2777192"
"D4","4","","2777192"
"D4","1","","2777201"
"D4","2","","2777201"
"D4","3","","2777201"
"D4","4","","2777201"
"D4","1","","2777202"
"D4","2","","2777202"
"D4","3","","2777202"
"D4","4","","2777202"
"D4","1","","277871"
"D4","2","","277871"
"D4","3","","277871"
"D4","4","","277871"
"D4","1","","277872"
"D4","2","","277872"
"D4","3","","277872"
"D4","4","","277872"
"D4","1","","277881"
"D4","2","","277881"
"D4","3","","277881"
"D4","4","","277881"
"D4","1","","277882"
"D4","2","","277882"
"D4","3","","277882"
"D4","4","","277882"
"D4","1","","277941"
"D4","2","","277941"
"D4","3","","277941"
"D4","4","","277941"
"D4","1","","277942"
"D4","2","","277942"
"D4","3","","277942"
"D4","4","","277942"
"D4","1","","2780201"
"D4","2","","2780201"
"D4","3","","2780201"
"D4","4","","2780201"
"D4","1","","2780202"
"D4","2","","2780202"
"D4","3","","2780202"
"D4","4","","2780202"
"D4","1","","2780211"
"D4","2","","2780211"
"D4","3","","2780211"
"D4","4","","2780211"
"D4","1","","2780212"
"D4","2","","2780212"
"D4","3","","2780212"
"D4","4","","2780212"
"D4","1","","2780221"
"D4","2","","2780221"
"D4","3","","2780221"
"D4","4","","2780221"
"D4","1","","2780222"
"D4","2","","2780222"
"D4","3","","2780222"
"D4","4","","2780222"
"D4","1","","2782181"
"D4","2","","2782181"
"D4","3","","2782181"
"D4","4","","2782181"
"D4","1","","2782182"
"D4","2","","2782182"
"D4","3","","2782182"
"D4","4","","2782182"
"D4","1","","278331"
"D4","2","","278331"
"D4","3","","278331"
"D4","4","","278331"
"D4","1","","278332"
"D4","2","","278332"
"D4","3","","278332"
"D4","4","","278332"
"D4","1","","278421"
"D4","2","","278421"
"D4","3","","278421"
"D4","4","","278421"
"D4","1","","278422"
"D4","2","","278422"
"D4","3","","278422"
"D4","4","","278422"
"D4","1","","278561"
"D4","2","","278561"
"D4","3","","278561"
"D4","4","","278561"
"D4","1","","278562"
"D4","2","","278562"
"D4","3","","278562"
"D4","4","","278562"
"D4","1","","278641"
"D4","2","","278641"
"D4","3","","278641"
"D4","4","","278641"
"D4","1","","278642"
"D4","2","","278642"
"D4","3","","278642"
"D4","4","","278642"
"D4","1","","278651"
"D4","2","","278651"
"D4","3","","278651"
"D4","4","","278651"
"D4","1","","278652"
"D4","2","","278652"
"D4","3","","278652"
"D4","4","","278652"
"D4","1","","2790141"
"D4","2","","2790141"
"D4","3","","2790141"
"D4","4","","2790141"
"D4","1","","2790142"
"D4","2","","2790142"
"D4","3","","2790142"
"D4","4","","2790142"
"D4","1","","2790151"
"D4","1","","2790152"
"D6","1","","2000321"
"D6","2","","2000321"
"D6","3","","2000321"
"D6","4","","2000321"
"D6","5","","2000321"
"D6","6","","2000321"
"D6","1","","2000322"
"D6","2","","2000322"
"D6","3","","2000322"
"D6","4","","2000322"
"D6","5","","2000322"
"D6","6","","2000322"
"D6","1","","2000323"
"D6","2","","2000323"
"D6","3","","2000323"
"D6","4","","2000323"
"D6","5","","2000323"
"D6","6","","2000323"
"D6","1","","2000324"
"D6","2","","2000324"
"D6","3","","2000324"
"D6","4","","2000324"
"D6","5","","2000324"
"D6","6","","2000324"
"D6","1","","2000326"
"D6","2","","2000326"
"D6","3","","2000326"
"D6","4","","2000326"
"D6","5","","2000326"
"D6","6","","2000326"
"D6","1","","2000327"
"D6","2","","2000327"
"D6","3","","2000327"
"D6","4","","2000327"
"D6","5","","2000327"
"D6","6","","2000327"
"D6","1","","2000329"
"D6","2","","2000329"
"D6","3","","2000329"
"D6","4","","2000329"
"D6","5","","2000329"
"D6","6","","2000329"
"D6","1","","2000330"
"D6","2","","2000330"
"D6","3","","2000330"
"D6","4","","2000330"
"D6","5","","2000330"
"D6","6","","2000330"
"D6","1","","2000331"
"D6","2","","2000331"
"D6","3","","2000331"
"D6","4","","2000331"
"D6","5","","2000331"
"D6","6","","2000331"
"D6","1","","2000332"
"D6","2","","2000332"
"D6","3","","2000332"
"D6","4","","2000332"
"D6","5","","2000332"
"D6","6","","2000332"
"D6","1","","2000333"
"D6","2","","2000333"
"D6","3","","2000333"
"D6","4","","2000333"
"D6","5","","2000333"
"D6","6","","2000333"
"D6","1","","2000334"
"D6","2","","2000334"
"D6","3","","2000334"
"D6","4","","2000334"
"D6","5","","2000334"
"D6","6","","2000334"
"D6","1","","2015131"
"D6","2","","2015131"
"D6","3","","2015131"
"D6","4","","2015131"
"D6","5","","2015131"
"D6","6","","2015131"
"D6","1","","2015132"
"D6","2","","2015132"
"D6","3","","2015132"
"D6","4","","2015132"
"D6","5","","2015132"
"D6","6","","2015132"
"D6","1","","2015133"
"D6","2","","2015133"
"D6","3","","2015133"
"D6","4","","2015133"
"D6","5","","2015133"
"D6","6","","2015133"
"D6","1","","2015134"
"D6","2","","2015134"
"D6","3","","2015134"
"D6","4","","2015134"
"D6","5","","2015134"
"D6","6","","2015134"
"D6","1","","2015135"
"D6","2","","2015135"
"D6","3","","2015135"
"D6","4","","2015135"
"D6","5","","2015135"
"D6","6","","2015135"
"D6","1","","2015136"
"D6","2","","2015136"
"D6","3","","2015136"
"D6","4","","2015136"
"D6","5","","2015136"
"D6","6","","2015136"
"D6","1","","204473"
"D6","2","","204473"
"D6","3","","204473"
"D6","4","","204473"
"D6","5","","204473"
"D6","6","","204473"
"D6","1","","204474"
"D6","2","","204474"
"D6","3","","204474"
"D6","4","","204474"
"D6","5","","204474"
"D6","6","","204474"
"D6","1","","204475"
"D6","2","","204475"
"D6","3","","204475"
"D6","4","","204475"
"D6","5","","204475"
"D6","6","","204475"
"D6","1","","204476"
"D6","2","","204476"
"D6","3","","204476"
"D6","4","","204476"
"D6","5","","204476"
"D6","6","","204476"
"D6","1","","2077291"
"D6","2","","2077291"
"D6","3","","2077291"
"D6","4","","2077291"
"D6","5","","2077291"
"D6","6","","2077291"
"D6","1","","2077292"
"D6","2","","2077292"
"D6","3","","2077292"
"D6","4","","2077292"
"D6","5","","2077292"
"D6","6","","2077292"
"D6","1","","2077301"
"D6","2","","2077301"
"D6","3","","2077301"
"D6","4","","2077301"
"D6","5","","2077301"
"D6","6","","2077301"
"D6","1","","2077302"
"D6","2","","2077302"
"D6","3","","2077302"
"D6","4","","2077302"
"D6","5","","2077302"
"D6","6","","2077302"
"D6","1","","2077303"
"D6","2","","2077303"
"D6","3","","2077303"
"D6","4","","2077303"
"D6","5","","2077303"
"D6","6","","2077303"
"D6","1","","2077304"
"D6","2","","2077304"
"D6","3","","2077304"
"D6","4","","2077304"
"D6","5","","2077304"
"D6","6","","2077304"
"D6","1","","2077305"
"D6","2","","2077305"
"D6","3","","2077305"
"D6","4","","2077305"
"D6","5","","2077305"
"D6","6","","2077305"
"D6","1","","2079101"
"D6","2","","2079101"
"D6","3","","2079101"
"D6","4","","2079101"
"D6","5","","2079101"
"D6","6","","2079101"
"D6","1","","2079102"
"D6","2","","2079102"
"D6","3","","2079102"
"D6","4","","2079102"
"D6","5","","2079102"
"D6","6","","2079102"
"D6","1","","208041"
"D6","2","","208041"
"D6","3","","208041"
"D6","4","","208041"
"D6","5","","208041"
"D6","6","","208041"
"D6","1","","208042"
"D6","2","","208042"
"D6","3","","208042"
"D6","4","","208042"
"D6","5","","208042"
"D6","6","","208042"
"D6","1","","208171"
"D6","2","","208171"
"D6","3","","208171"
"D6","4","","208171"
"D6","5","","208171"
"D6","6","","208171"
"D6","1","","208172"
"D6","2","","208172"
"D6","3","","208172"
"D6","4","","208172"
"D6","5","","208172"
"D6","6","","208172"
"D6","1","","208173"
"D6","2","","208173"
"D6","3","","208173"
"D6","4","","208173"
"D6","5","","208173"
"D6","6","","208173"
"D6","1","","208181"
"D6","2","","208181"
"D6","3","","208181"
"D6","4","","208181"
"D6","1","","208182"
"D6","2","","208182"
"D6","3","","208182"
"D6","4","","208182"
"D6","5","","208182"
"D6","6","","208182"
"D6","1","","208341"
"D6","2","","208341"
"D6","3","","208341"
"D6","4","","208341"
"D6","5","","208341"
"D6","6","","208341"
"D6","1","","208342"
"D6","2","","208342"
"D6","3","","208342"
"D6","4","","208342"
"D6","5","","208342"
"D6","6","","208342"
"D6","1","","2121221"
"D6","2","","2121221"
"D6","3","","2121221"
"D6","4","","2121221"
"D6","5","","2121221"
"D6","6","","2121221"
"D6","1","","2121222"
"D6","2","","2121222"
"D6","3","","2121222"
"D6","4","","2121222"
"D6","5","","2121222"
"D6","6","","2121222"
"D6","1","","2121223"
"D6","2","","2121223"
"D6","3","","2121223"
"D6","4","","2121223"
"D6","5","","2121223"
"D6","6","","2121223"
"D6","1","","2127101"
"D6","2","","2127101"
"D6","3","","2127101"
"D6","4","","2127101"
"D6","5","","2127101"
"D6","6","","2127101"
"D6","1","","2127102"
"D6","2","","2127102"
"D6","3","","2127102"
"D6","4","","2127102"
"D6","5","","2127102"
"D6","6","","2127102"
"D6","1","","2127103"
"D6","2","","2127103"
"D6","3","","2127103"
"D6","4","","2127103"
"D6","5","","2127103"
"D6","6","","2127103"
"D6","1","","2127104"
"D6","2","","2127104"
"D6","3","","2127104"
"D6","4","","2127104"
"D6","5","","2127104"
"D6","6","","2127104"
"D6","1","","2135231"
"D6","2","","2135231"
"D6","3","","2135231"
"D6","4","","2135231"
"D6","5","","2135231"
"D6","6","","2135231"
"D6","1","","2135232"
"D6","2","","2135232"
"D6","3","","2135232"
"D6","4","","2135232"
"D6","5","","2135232"
"D6","6","","2135232"
"D6","1","","2135233"
"D6","2","","2135233"
"D6","3","","2135233"
"D6","4","","2135233"
"D6","5","","2135233"
"D6","6","","2135233"
"D6","1","","2135234"
"D6","2","","2135234"
"D6","3","","2135234"
"D6","4","","2135234"
"D6","5","","2135234"
"D6","6","","2135234"
"D6","1","","2135235"
"D6","2","","2135235"
"D6","3","","2135235"
"D6","4","","2135235"
"D6","5","","2135235"
"D6","6","","2135235"
"D6","1","","2135236"
"D6","2","","2135236"
"D6","3","","2135236"
"D6","4","","2135236"
"D6","5","","2135236"
"D6","6","","2135236"
"D6","1","","2135237"
"D6","2","","2135237"
"D6","3","","2135237"
"D6","4","","2135237"
"D6","5","","2135237"
"D6","6","","2135237"
"D6","1","","2135238"
"D6","2","","2135238"
"D6","3","","2135238"
"D6","4","","2135238"
"D6","5","","2135238"
"D6","6","","2135238"
"D6","1","","2145661"
"D6","2","","2145661"
"D6","3","","2145661"
"D6","4","","2145661"
"D6","5","","2145661"
"D6","6","","2145661"
"D6","1","","2145662"
"D6","2","","2145662"
"D6","3","","2145662"
"D6","4","","2145662"
"D6","5","","2145662"
"D6","6","","2145662"
"D6","1","","2145663"
"D6","2","","2145663"
"D6","3","","2145663"
"D6","4","","2145663"
"D6","5","","2145663"
"D6","6","","2145663"
"D6","1","","2145664"
"D6","2","","2145664"
"D6","3","","2145664"
"D6","4","","2145664"
"D6","5","","2145664"
"D6","6","","2145664"
"D6","1","","2148534"
"D6","2","","2148534"
"D6","3","","2148534"
"D6","4","","2148534"
"D6","5","","2148534"
"D6","6","","2148534"
"D6","1","","2148535"
"D6","2","","2148535"
"D6","3","","2148535"
"D6","4","","2148535"
"D6","5","","2148535"
"D6","6","","2148535"
"D6","1","","2148536"
"D6","2","","2148536"
"D6","3","","2148536"
"D6","4","","2148536"
"D6","5","","2148536"
"D6","6","","2148536"
"D6","1","","2148537"
"D6","2","","2148537"
"D6","3","","2148537"
"D6","4","","2148537"
"D6","5","","2148537"
"D6","6","","2148537"
"D6","1","","2150411"
"D6","2","","2150411"
"D6","3","","2150411"
"D6","4","","2150411"
"D6","5","","2150411"
"D6","6","","2150411"
"D6","1","","2150412"
"D6","2","","2150412"
"D6","3","","2150412"
"D6","4","","2150412"
"D6","5","","2150412"
"D6","6","","2150412"
"D6","1","","2150413"
"D6","2","","2150413"
"D6","3","","2150413"
"D6","4","","2150413"
"D6","5","","2150413"
"D6","6","","2150413"
"D6","1","","2150414"
"D6","2","","2150414"
"D6","3","","2150414"
"D6","4","","2150414"
"D6","5","","2150414"
"D6","6","","2150414"
"D6","1","","2220361"
"D6","2","","2220361"
"D6","3","","2220361"
"D6","4","","2220361"
"D6","5","","2220361"
"D6","6","","2220361"
"D6","1","","2220362"
"D6","2","","2220362"
"D6","3","","2220362"
"D6","4","","2220362"
"D6","5","","2220362"
"D6","6","","2220362"
"D6","1","","2220363"
"D6","2","","2220363"
"D6","3","","2220363"
"D6","4","","2220363"
"D6","5","","2220363"
"D6","6","","2220363"
"D6","1","","2220364"
"D6","2","","2220364"
"D6","3","","2220364"
"D6","4","","2220364"
"D6","5","","2220364"
"D6","6","","2220364"
"D6","1","","2232291"
"D6","2","","2232291"
"D6","3","","2232291"
"D6","4","","2232291"
"D6","5","","2232291"
"D6","6","","2232291"
"D6","1","","2232292"
"D6","2","","2232292"
"D6","3","","2232292"
"D6","4","","2232292"
"D6","5","","2232292"
"D6","6","","2232292"
"D6","1","","2232293"
"D6","2","","2232293"
"D6","3","","2232293"
"D6","4","","2232293"
"D6","5","","2232293"
"D6","6","","2232293"
"D6","1","","2233291"
"D6","2","","2233291"
"D6","3","","2233291"
"D6","4","","2233291"
"D6","5","","2233291"
"D6","6","","2233291"
"D6","1","","2233292"
"D6","2","","2233292"
"D6","3","","2233292"
"D6","4","","2233292"
"D6","5","","2233292"
"D6","6","","2233292"
"D6","1","","2250791"
"D6","2","","2250791"
"D6","3","","2250791"
"D6","4","","2250791"
"D6","5","","2250791"
"D6","6","","2250791"
"D6","1","","2250792"
"D6","2","","2250792"
"D6","3","","2250792"
"D6","4","","2250792"
"D6","5","","2250792"
"D6","6","","2250792"
"D6","1","","2250793"
"D6","2","","2250793"
"D6","3","","2250793"
"D6","4","","2250793"
"D6","5","","2250793"
"D6","6","","2250793"
"D6","1","","2250801"
"D6","2","","2250801"
"D6","3","","2250801"
"D6","4","","2250801"
"D6","5","","2250801"
"D6","1","","2250802"
"D6","2","","2250802"
"D6","3","","2250802"
"D6","4","","2250802"
"D6","5","","2250802"
"D6","1","","2250811"
"D6","2","","2250811"
"D6","3","","2250811"
"D6","4","","2250811"
"D6","5","","2250811"
"D6","1","","2250812"
"D6","2","","2250812"
"D6","3","","2250812"
"D6","4","","2250812"
"D6","5","","2250812"
"D6","1","","2250821"
"D6","2","","2250821"
"D6","3","","2250821"
"D6","4","","2250821"
"D6","5","","2250821"
"D6","1","","2250822"
"D6","2","","2250822"
"D6","3","","2250822"
"D6","4","","2250822"
"D6","5","","2250822"
"D6","1","","2250831"
"D6","2","","2250831"
"D6","3","","2250831"
"D6","4","","2250831"
"D6","1","","2250832"
"D6","2","","2250832"
"D6","3","","2250832"
"D6","4","","2250832"
"D6","1","","2250841"
"D6","1","","2250842"
"D6","1","","2256451"
"D6","2","","2256451"
"D6","3","","2256451"
"D6","4","","2256451"
"D6","1","","2256452"
"D6","2","","2256452"
"D6","1","","2256461"
"D6","1","","2256462"
"D6","1","","2256471"
"D6","2","","2256471"
"D6","3","","2256471"
"D6","4","","2256471"
"D6","5","","2256471"
"D6","6","","2256471"
"D6","1","","2256472"
"D6","2","","2256472"
"D6","3","","2256472"
"D6","4","","2256472"
"D6","5","","2256472"
"D6","6","","2256472"
"D6","1","","2258111"
"D6","2","","2258111"
"D6","3","","2258111"
"D6","4","","2258111"
"D6","5","","2258111"
"D6","6","","2258111"
"D6","1","","2258112"
"D6","2","","2258112"
"D6","3","","2258112"
"D6","4","","2258112"
"D6","5","","2258112"
"D6","6","","2258112"
"D6","1","","2259911"
"D6","2","","2259911"
"D6","3","","2259911"
"D6","4","","2259911"
"D6","5","","2259911"
"D6","6","","2259911"
"D6","1","","2259912"
"D6","2","","2259912"
"D6","3","","2259912"
"D6","4","","2259912"
"D6","5","","2259912"
"D6","6","","2259912"
"D6","1","","2259921"
"D6","2","","2259921"
"D6","3","","2259921"
"D6","4","","2259921"
"D6","5","","2259921"
"D6","1","","2259922"
"D6","2","","2259922"
"D6","3","","2259922"
"D6","4","","2259922"
"D6","5","","2259922"
"D6","1","","2259931"
"D6","2","","2259931"
"D6","3","","2259931"
"D6","4","","2259931"
"D6","5","","2259931"
"D6","6","","2259931"
"D6","1","","2259932"
"D6","2","","2259932"
"D6","3","","2259932"
"D6","4","","2259932"
"D6","5","","2259932"
"D6","6","","2259932"
"D6","1","","2259941"
"D6","2","","2259941"
"D6","3","","2259941"
"D6","4","","2259941"
"D6","5","","2259941"
"D6","6","","2259941"
"D6","1","","2259942"
"D6","2","","2259942"
"D6","3","","2259942"
"D6","4","","2259942"
"D6","5","","2259942"
"D6","6","","2259942"
"D6","1","","2259943"
"D6","2","","2259943"
"D6","3","","2259943"
"D6","4","","2259943"
"D6","5","","2259943"
"D6","6","","2259943"
"D6","1","","2264191"
"D6","2","","2264191"
"D6","3","","2264191"
"D6","4","","2264191"
"D6","5","","2264191"
"D6","6","","2264191"
"D6","1","","2264192"
"D6","2","","2264192"
"D6","3","","2264192"
"D6","4","","2264192"
"D6","5","","2264192"
"D6","6","","2264192"
"D6","1","","2264201"
"D6","2","","2264201"
"D6","3","","2264201"
"D6","4","","2264201"
"D6","5","","2264201"
"D6","6","","2264201"
"D6","1","","2264202"
"D6","2","","2264202"
"D6","3","","2264202"
"D6","4","","2264202"
"D6","5","","2264202"
"D6","6","","2264202"
"D6","1","","2283221"
"D6","2","","2283221"
"D6","3","","2283221"
"D6","4","","2283221"
"D6","5","","2283221"
"D6","6","","2283221"
"D6","1","","2283222"
"D6","2","","2283222"
"D6","3","","2283222"
"D6","4","","2283222"
"D6","5","","2283222"
"D6","6","","2283222"
"D6","1","","2283231"
"D6","2","","2283231"
"D6","3","","2283231"
"D6","4","","2283231"
"D6","5","","2283231"
"D6","6","","2283231"
"D6","1","","2283232"
"D6","2","","2283232"
"D6","3","","2283232"
"D6","4","","2283232"
"D6","5","","2283232"
"D6","6","","2283232"
"D6","1","","2284161"
"D6","2","","2284161"
"D6","3","","2284161"
"D6","4","","2284161"
"D6","5","","2284161"
"D6","1","","2284162"
"D6","2","","2284162"
"D6","3","","2284162"
"D6","4","","2284162"
"D6","5","","2284162"
"D6","1","","2284171"
"D6","2","","2284171"
"D6","3","","2284171"
"D6","4","","2284171"
"D6","5","","2284171"
"D6","1","","2284172"
"D6","2","","2284172"
"D6","3","","2284172"
"D6","4","","2284172"
"D6","5","","2284172"
"D6","1","","2284181"
"D6","2","","2284181"
"D6","3","","2284181"
"D6","4","","2284181"
"D6","5","","2284181"
"D6","6","","2284181"
"D6","1","","2284182"
"D6","2","","2284182"
"D6","3","","2284182"
"D6","4","","2284182"
"D6","5","","2284182"
"D6","6","","2284182"
"D6","1","","2285361"
"D6","2","","2285361"
"D6","3","","2285361"
"D6","4","","2285361"
"D6","5","","2285361"
"D6","6","","2285361"
"D6","1","","2285362"
"D6","2","","2285362"
"D6","3","","2285362"
"D6","4","","2285362"
"D6","5","","2285362"
"D6","6","","2285362"
"D6","1","","2289331"
"D6","2","","2289331"
"D6","3","","2289331"
"D6","4","","2289331"
"D6","5","","2289331"
"D6","6","","2289331"
"D6","1","","2289332"
"D6","2","","2289332"
"D6","3","","2289332"
"D6","4","","2289332"
"D6","1","","2289341"
"D6","2","","2289341"
"D6","3","","2289341"
"D6","4","","2289341"
"D6","5","","2289341"
"D6","6","","2289341"
"D6","1","","2289342"
"D6","2","","2289342"
"D6","3","","2289342"
"D6","4","","2289342"
"D6","5","","2289342"
"D6","6","","2289342"
"D6","1","","229271"
"D6","2","","229271"
"D6","3","","229271"
"D6","4","","229271"
